pdb|1DE9|A	XP_001351132.1	35.644	60	202	1.15e-25	104	XP_001351132.1 DNA-(apurinic or apyrimidinic site) lyase, putative [Plasmodium falciparum 3D7]
pdb|1DHI|A	XP_001351479.1	33.333	64	111	5.64e-12	60.8	XP_001351479.1 bifunctional dihydrofolate reductase-thymidylate synthase [Plasmodium falciparum 3D7]
pdb|1DHI|B	XP_001351479.1	33.333	64	111	5.64e-12	60.8	XP_001351479.1 bifunctional dihydrofolate reductase-thymidylate synthase [Plasmodium falciparum 3D7]
pdb|1DHJ|A	XP_001351479.1	33.929	64	112	1.53e-12	62.4	XP_001351479.1 bifunctional dihydrofolate reductase-thymidylate synthase [Plasmodium falciparum 3D7]
pdb|1DHJ|B	XP_001351479.1	33.929	64	112	1.53e-12	62.4	XP_001351479.1 bifunctional dihydrofolate reductase-thymidylate synthase [Plasmodium falciparum 3D7]
pdb|2DRC|A	XP_001351479.1	33.333	64	111	5.64e-12	60.8	XP_001351479.1 bifunctional dihydrofolate reductase-thymidylate synthase [Plasmodium falciparum 3D7]
pdb|2DRC|B	XP_001351479.1	33.333	64	111	5.64e-12	60.8	XP_001351479.1 bifunctional dihydrofolate reductase-thymidylate synthase [Plasmodium falciparum 3D7]
pdb|2O23|A	XP_001352100.1	26.693	93	251	1.64e-23	95.5	XP_001352100.1 3-oxoacyl-[acyl-carrier-protein] reductase [Plasmodium falciparum 3D7]
pdb|2O23|B	XP_001352100.1	26.693	93	251	1.64e-23	95.5	XP_001352100.1 3-oxoacyl-[acyl-carrier-protein] reductase [Plasmodium falciparum 3D7]
pdb|2W2I|A	XP_001349427.1	41.975	37	81	1.17e-15	77.0	XP_001349427.1 JmjC domain-containing protein, putative [Plasmodium falciparum 3D7]
pdb|2W2I|A	XP_001349427.1	40.385	37	52	1.44e-06	48.5	XP_001349427.1 JmjC domain-containing protein, putative [Plasmodium falciparum 3D7]
pdb|2WWY|A	XP_001348452.1	36.430	64	409	2.23e-70	245	XP_001348452.1 ADP-dependent DNA helicase RecQ [Plasmodium falciparum 3D7]
pdb|2WWY|A	XP_001352057.1	34.014	66	441	1.67e-68	234	XP_001352057.1 ATP-dependent DNA helicase Q1 [Plasmodium falciparum 3D7]
pdb|2WWY|A	XP_001351833.1	30.851	16	94	2.67e-08	55.1	XP_001351833.1 ATP-dependent RNA helicase DDX41, putative [Plasmodium falciparum 3D7]
pdb|2WWY|A	XP_001348829.1	27.778	15	90	1.32e-07	52.4	XP_001348829.1 eukaryotic initiation factor 4A [Plasmodium falciparum 3D7]
pdb|2WWY|A	XP_001348611.2	22.353	53	340	1.54e-07	52.4	XP_001348611.2 ATP-dependent RNA helicase DDX5, putative [Plasmodium falciparum 3D7]
pdb|3I06|A	XP_001347836.1	40.777	90	206	7.99e-43	148	XP_001347836.1 cysteine proteinase falcipain 2a [Plasmodium falciparum 3D7]
pdb|3I06|A	XP_001347832.1	39.806	90	206	8.82e-42	145	XP_001347832.1 cysteine proteinase falcipain 2b [Plasmodium falciparum 3D7]
pdb|3I06|A	XP_001347833.1	37.799	92	209	1.14e-37	135	XP_001347833.1 cysteine proteinase falcipain 3 [Plasmodium falciparum 3D7]
pdb|3I06|A	XP_001348727.1	31.718	93	227	4.55e-34	125	XP_001348727.1 cysteine proteinase falcipain 1 [Plasmodium falciparum 3D7]
pdb|3I06|A	XP_001351902.1	24.889	88	225	9.68e-13	65.1	XP_001351902.1 serine repeat antigen 9 [Plasmodium falciparum 3D7]
AAA29795.1	XP_001351807.1	26.984	48	315	4.68e-16	79.7	XP_001351807.1 acyl-CoA synthetase [Plasmodium falciparum 3D7]
AAA29795.1	XP_966180.1	20.469	64	469	1.24e-14	75.5	XP_966180.1 acyl-CoA synthetase [Plasmodium falciparum 3D7]
AAA29795.1	XP_966261.1	26.822	57	343	1.26e-13	72.4	XP_966261.1 acetyl-CoA synthetase, putative [Plasmodium falciparum 3D7]
AAA29795.1	XP_001350916.1	30.811	33	185	4.60e-13	70.5	XP_001350916.1 acyl-CoA synthetase [Plasmodium falciparum 3D7]
AAA29795.1	XP_001349208.1	28.141	35	199	1.39e-12	68.9	XP_001349208.1 acyl-CoA synthetase [Plasmodium falciparum 3D7]
AAA60529.1	XP_001350057.1	47.059	95	272	7.61e-91	279	XP_001350057.1 DNA-(apurinic or apyrimidinic site) lyase 1, putative [Plasmodium falciparum 3D7]
AAB59829.1	XP_001347450.1	23.614	40	415	2.16e-16	82.8	XP_001347450.1 DNA polymerase delta catalytic subunit [Plasmodium falciparum 3D7]
AAB59829.1	XP_001351430.1	25.130	35	386	1.13e-11	67.8	XP_001351430.1 DNA polymerase alpha catalytic subunit A [Plasmodium falciparum 3D7]
AAC35244.2	XP_024329017.1	45.509	97	501	1.67e-143	421	XP_024329017.1 thioredoxin reductase [Plasmodium falciparum 3D7]
AAC35244.2	XP_002808951.1	45.509	97	501	7.85e-143	422	XP_002808951.1 thioredoxin reductase [Plasmodium falciparum 3D7]
AAC35244.2	XP_001348365.1	32.842	86	475	6.25e-68	224	XP_001348365.1 glutathione reductase [Plasmodium falciparum 3D7]
AAC35244.2	XP_024329200.1	32.842	86	475	1.47e-67	224	XP_024329200.1 glutathione reductase [Plasmodium falciparum 3D7]
AAC35244.2	XP_001350716.2	28.039	95	510	4.99e-30	121	XP_001350716.2 dihydrolipoyl dehydrogenase, mitochondrial [Plasmodium falciparum 3D7]
AAC37594.1	XP_001351466.1	43.396	3	53	5.81e-08	56.2	XP_001351466.1 RING zinc finger protein, putative [Plasmodium falciparum 3D7]
AAC37594.1	XP_966256.1	34.483	3	58	5.95e-08	55.8	XP_966256.1 E3 ubiquitin-protein ligase RNF5, putative [Plasmodium falciparum 3D7]
AAC37594.1	XP_001350464.1	28.736	5	87	1.08e-07	55.5	XP_001350464.1 zinc finger protein, putative [Plasmodium falciparum 3D7]
AAC37594.1	XP_001347402.2	42.254	4	71	5.36e-07	53.1	XP_001347402.2 RING zinc finger protein, putative [Plasmodium falciparum 3D7]
AAC46381.1	XP_001351149.1	45.930	87	172	1.99e-48	160	XP_001351149.1 ATP-dependent Clp protease proteolytic subunit [Plasmodium falciparum 3D7]
AAC46381.1	XP_001348522.1	36.066	87	183	4.67e-30	109	XP_001348522.1 ATP-dependent Clp protease proteolytic subunit [Plasmodium falciparum 3D7]
AAC50996.1	XP_001351616.1	46.341	81	82	3.84e-23	84.0	XP_001351616.1 small ubiquitin-related modifier [Plasmodium falciparum 3D7]
AAC57158.1	XP_001347603.1	30.556	22	180	4.03e-15	78.2	XP_001347603.1 conserved Plasmodium protein, unknown function [Plasmodium falciparum 3D7]
AAC57158.1	XP_001347603.1	39.877	22	163	5.07e-13	71.6	XP_001347603.1 conserved Plasmodium protein, unknown function [Plasmodium falciparum 3D7]
AAC57158.1	XP_001347603.1	26.519	22	181	2.14e-12	69.3	XP_001347603.1 conserved Plasmodium protein, unknown function [Plasmodium falciparum 3D7]
AAC57158.1	XP_001347603.1	41.538	22	130	1.93e-11	66.2	XP_001347603.1 conserved Plasmodium protein, unknown function [Plasmodium falciparum 3D7]
AAC57158.1	XP_001347603.1	25.556	22	180	4.89e-11	65.1	XP_001347603.1 conserved Plasmodium protein, unknown function [Plasmodium falciparum 3D7]
AAC57158.1	XP_001347603.1	39.844	22	128	2.60e-10	62.8	XP_001347603.1 conserved Plasmodium protein, unknown function [Plasmodium falciparum 3D7]
AAC57158.1	XP_001347603.1	36.496	22	137	4.47e-09	58.9	XP_001347603.1 conserved Plasmodium protein, unknown function [Plasmodium falciparum 3D7]
AAC57158.1	XP_001347603.1	34.711	22	121	1.06e-06	51.2	XP_001347603.1 conserved Plasmodium protein, unknown function [Plasmodium falciparum 3D7]
AAC57158.1	XP_001349661.1	35.577	11	104	9.40e-11	63.5	XP_001349661.1 conserved Plasmodium protein, unknown function [Plasmodium falciparum 3D7]
AAC57158.1	XP_001349661.1	32.727	11	110	1.86e-06	50.1	XP_001349661.1 conserved Plasmodium protein, unknown function [Plasmodium falciparum 3D7]
AAC57158.1	XP_001348088.1	36.364	14	110	9.91e-11	64.7	XP_001348088.1 conserved Plasmodium protein, unknown function [Plasmodium falciparum 3D7]
AAC57158.1	XP_001348088.1	40.000	14	95	2.94e-10	63.2	XP_001348088.1 conserved Plasmodium protein, unknown function [Plasmodium falciparum 3D7]
AAC57158.1	XP_001348088.1	40.000	14	95	2.94e-10	63.2	XP_001348088.1 conserved Plasmodium protein, unknown function [Plasmodium falciparum 3D7]
AAC57158.1	XP_001348088.1	35.593	14	118	1.25e-09	61.2	XP_001348088.1 conserved Plasmodium protein, unknown function [Plasmodium falciparum 3D7]
AAC57158.1	XP_001348088.1	40.260	14	77	5.79e-07	52.4	XP_001348088.1 conserved Plasmodium protein, unknown function [Plasmodium falciparum 3D7]
AAC57158.1	XP_001348088.1	38.889	14	90	2.43e-06	50.4	XP_001348088.1 conserved Plasmodium protein, unknown function [Plasmodium falciparum 3D7]
AAC57158.1	XP_001347860.1	45.161	10	93	6.40e-10	62.0	XP_001347860.1 insulinase, putative [Plasmodium falciparum 3D7]
AAC57158.1	XP_001347860.1	42.735	10	117	2.50e-09	60.1	XP_001347860.1 insulinase, putative [Plasmodium falciparum 3D7]
AAC57158.1	XP_001347860.1	41.071	10	112	2.55e-08	57.0	XP_001347860.1 insulinase, putative [Plasmodium falciparum 3D7]
AAC57158.1	XP_001349872.1	22.043	16	186	3.75e-09	59.7	XP_001349872.1 conserved Plasmodium membrane protein, unknown function [Plasmodium falciparum 3D7]
AAC57158.1	XP_001349872.1	26.923	16	156	1.59e-08	57.4	XP_001349872.1 conserved Plasmodium membrane protein, unknown function [Plasmodium falciparum 3D7]
AAC57158.1	XP_001349872.1	30.928	16	97	1.81e-07	53.9	XP_001349872.1 conserved Plasmodium membrane protein, unknown function [Plasmodium falciparum 3D7]
AAC57158.1	XP_001349872.1	30.612	16	98	2.60e-07	53.5	XP_001349872.1 conserved Plasmodium membrane protein, unknown function [Plasmodium falciparum 3D7]
AAC63361.1	XP_001348452.1	35.874	28	446	4.99e-74	270	XP_001348452.1 ADP-dependent DNA helicase RecQ [Plasmodium falciparum 3D7]
AAC63361.1	XP_001352057.1	30.599	27	451	2.36e-53	199	XP_001352057.1 ATP-dependent DNA helicase Q1 [Plasmodium falciparum 3D7]
AAC63361.1	XP_001350990.2	36.429	10	140	9.48e-12	67.4	XP_001350990.2 3'-5' exonuclease, putative [Plasmodium falciparum 3D7]
AAC63361.1	XP_001351742.1	24.793	22	363	3.35e-10	63.2	XP_001351742.1 ATP-dependent RNA helicase DDX23, putative [Plasmodium falciparum 3D7]
AAC63361.1	XP_001351530.1	26.316	10	171	7.25e-10	61.2	XP_001351530.1 eukaryotic initiation factor 4A-III, putative [Plasmodium falciparum 3D7]
AAD14062.3	XP_001348998.1	69.118	100	68	3.30e-25	94.7	XP_001348998.1 heat shock protein 90 [Plasmodium falciparum 3D7]
AAD14062.3	XP_001350620.1	59.701	99	67	2.36e-19	78.2	XP_001350620.1 endoplasmin, putative [Plasmodium falciparum 3D7]
AAD14062.3	XP_001348591.1	54.762	62	42	1.69e-11	55.8	XP_001348591.1 heat shock protein 90, putative [Plasmodium falciparum 3D7]
AAD14062.3	XP_001347859.1	30.882	100	68	1.58e-06	41.6	XP_001347859.1 heat shock protein 90, putative [Plasmodium falciparum 3D7]
AAD17299.1	XP_001348542.1	42.781	100	187	1.13e-54	170	XP_001348542.1 thioredoxin peroxidase 1 [Plasmodium falciparum 3D7]
AAD17299.1	XP_001350554.1	44.444	96	180	2.74e-52	165	XP_001350554.1 thioredoxin peroxidase 2 [Plasmodium falciparum 3D7]
AAD17299.1	XP_001349492.1	32.215	77	149	1.51e-23	91.3	XP_001349492.1 1-cys peroxiredoxin [Plasmodium falciparum 3D7]
AAD31528.1	XP_001347848.1	26.134	97	463	1.69e-38	140	XP_001347848.1 ubiquitin carboxyl-terminal hydrolase UCH54 [Plasmodium falciparum 3D7]
